Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,Product_ID,Product_Name,Category,Quantity,Unit_Price,Sales_Amount,Discount,Profit,Payment_Method
ORD00823,4/9/2025,CUST0615,Anjali Nair,Female,43,Mumbai,PROD018,Nescafe Coffee,Beverages,1,185.01,185.01,0.05,41.75,Net Banking
ORD00824,7/6/2025,CUST0031,Rahul Das,Female,50,Delhi,PROD018,Nescafe Coffee,Beverages,1,195.26,195.26,0,22.8,UPI
ORD00825,12/21/2025,CUST0921,Kavya Patel,Female,57,Bengaluru,PROD007,Surf Excel,Home & Cleaning,1,179.84,179.84,0,16.94,Credit Card
ORD00826,10/10/2025,CUST0275,Karan Iyer,Male,22,Delhi,PROD009,Aashirvaad Atta,Groceries,8,244.97,1959.76,0,272.9,Debit Card
ORD00827,5/9/2025,CUST0479,Anjali Das,Female,59,Hyderabad,PROD016,Thums Up,Beverages,7,41.08,287.56,0.1,61.28,Credit Card
ORD00828,4/16/2025,CUST0203,Amit Gupta,Male,47,Pune,PROD009,Aashirvaad Atta,Groceries,7,241.36,1689.52,0.15,190.96,Cash
ORD00829,11/15/2025,CUST0444,Nikhil Verma,Female,57,Chennai,PROD015,Harpic Cleaner,Home & Cleaning,7,129.93,909.51,0.05,188.97,UPI
ORD00830,11/20/2025,CUST0622,Meera Mehta,Male,40,Chennai,PROD013,Britannia Bread,Dairy,7,44.1,308.7,0.05,42.11,UPI
ORD00831,5/31/2025,CUST0461,Karan Joshi,Female,53,Hyderabad,PROD006,Tata Tea,Beverages,1,131.25,131.25,0.05,22.41,Net Banking
ORD00832,6/15/2025,CUST0847,Nikhil Singh,Male,60,Jaipur,PROD017,Good Day Cookies,Snacks,6,50.49,302.94,0,33.5,Cash
ORD00833,7/10/2025,CUST0810,Sahil Iyer,Female,20,Delhi,PROD006,Tata Tea,Beverages,6,118.42,710.52,0,136.19,Credit Card
ORD00834,4/20/2025,CUST0799,Nikhil Iyer,Male,25,Ahmedabad,PROD011,Colgate Toothpaste,Personal Care,2,90.39,180.78,0,36.49,Cash
ORD00835,4/19/2025,CUST0582,Riya Verma,Male,28,Kolkata,PROD011,Colgate Toothpaste,Personal Care,4,98.25,393,0.1,45.35,Net Banking
ORD00836,11/27/2025,CUST0223,Rahul Sharma,Female,21,Hyderabad,PROD004,Lay's Chips,Snacks,5,37.01,185.05,0,32.86,Cash
ORD00837,9/10/2025,CUST0699,Arjun Kapoor,Male,54,Pune,PROD014,Kellogg's Corn Flakes,Groceries,6,225.12,1350.72,0,153.32,Cash
ORD00838,6/17/2025,CUST0048,Vikram Patel,Male,60,Kolkata,PROD009,Aashirvaad Atta,Groceries,7,241.97,1693.79,0.1,166.3,Net Banking
ORD00839,8/25/2025,CUST0393,Manish Khan,Female,46,Pune,PROD008,Dove Soap,Personal Care,1,54.6,54.6,0.15,11.51,Debit Card
ORD00840,11/27/2025,CUST0135,Riya Sharma,Male,40,Bengaluru,PROD013,Britannia Bread,Dairy,1,48.8,48.8,0.15,3.59,UPI
ORD00841,5/21/2025,CUST0072,Rahul Nair,Female,60,Pune,PROD016,Thums Up,Beverages,2,42.98,85.96,0.1,15.7,Debit Card
ORD00842,1/25/2025,CUST0772,Simran Singh,Male,64,Mumbai,PROD012,Dettol Handwash,Personal Care,7,105.82,740.74,0.05,115.37,Cash
ORD00843,11/13/2025,CUST0306,Anjali Verma,Female,52,Bengaluru,PROD015,Harpic Cleaner,Home & Cleaning,8,134.66,1077.28,0,240.58,UPI
ORD00844,6/15/2025,CUST0030,Neha Singh,Female,28,Ahmedabad,PROD008,Dove Soap,Personal Care,1,59.06,59.06,0,5.78,Cash
ORD00845,10/3/2025,CUST0232,Manish Malhotra,Female,30,Kolkata,PROD006,Tata Tea,Beverages,2,117.44,234.88,0.05,48.81,UPI
ORD00846,6/5/2025,CUST0957,Nikhil Verma,Female,52,Jaipur,PROD002,Tata Salt,Groceries,5,30.31,151.55,0,14.98,UPI
ORD00847,10/26/2025,CUST0271,Sahil Patel,Female,50,Bengaluru,PROD011,Colgate Toothpaste,Personal Care,7,94.1,658.7,0,156.26,Cash
ORD00848,7/31/2025,CUST0123,Manish Mehta,Male,31,Kolkata,PROD005,Coca Cola,Beverages,6,48.57,291.42,0.15,57.2,Cash
ORD00849,6/14/2025,CUST0685,Priya Reddy,Male,43,Jaipur,PROD004,Lay's Chips,Snacks,4,36.28,145.12,0.1,32.13,Cash
ORD00850,5/5/2025,CUST0232,Manish Malhotra,Female,30,Kolkata,PROD003,Amul Milk,Dairy,5,63.9,319.5,0,44.73,Credit Card
ORD00851,12/10/2025,CUST0712,Kavya Sharma,Male,52,Chennai,PROD003,Amul Milk,Dairy,2,65.75,131.5,0,15.27,Credit Card
ORD00852,10/30/2025,CUST0480,Anjali Sharma,Female,36,Lucknow,PROD013,Britannia Bread,Dairy,4,46.04,184.16,0.05,20.2,Net Banking
ORD00853,2/24/2025,CUST0527,Vikram Sharma,Female,42,Lucknow,PROD011,Colgate Toothpaste,Personal Care,5,100.35,501.75,0,112.46,Credit Card
ORD00854,7/24/2025,CUST0225,Nikhil Mehta,Male,28,Delhi,PROD012,Dettol Handwash,Personal Care,7,120.59,844.13,0.15,120.03,Credit Card
ORD00855,10/23/2025,CUST0071,Anjali Joshi,Female,57,Jaipur,PROD009,Aashirvaad Atta,Groceries,7,243.66,1705.62,0.05,391.72,UPI
ORD00856,8/24/2025,CUST0151,Manish Gupta,Female,54,Lucknow,PROD015,Harpic Cleaner,Home & Cleaning,2,132.72,265.44,0,21.98,Credit Card
ORD00857,3/2/2025,CUST0274,Riya Das,Female,22,Pune,PROD001,Parle-G Biscuits,Snacks,8,31.48,251.84,0.1,31.69,Net Banking
ORD00858,9/18/2025,CUST0087,Arjun Verma,Male,42,Mumbai,PROD012,Dettol Handwash,Personal Care,7,108,756,0.1,112.52,Debit Card
ORD00859,8/5/2025,CUST0055,Anjali Mehta,Female,48,Bengaluru,PROD015,Harpic Cleaner,Home & Cleaning,5,125.68,628.4,0,119.56,Credit Card
ORD00860,9/10/2025,CUST0302,Sahil Joshi,Female,20,Bengaluru,PROD007,Surf Excel,Home & Cleaning,7,175.77,1230.39,0.05,198.74,Net Banking
ORD00861,1/28/2025,CUST0444,Nikhil Verma,Female,57,Chennai,PROD004,Lay's Chips,Snacks,1,36.64,36.64,0,4.3,UPI
ORD00862,11/14/2025,CUST0590,Anjali Mehta,Female,36,Ahmedabad,PROD009,Aashirvaad Atta,Groceries,4,239.97,959.88,0,121.74,Cash
ORD00863,3/29/2025,CUST0402,Pooja Reddy,Female,28,Delhi,PROD013,Britannia Bread,Dairy,2,44.23,88.46,0.05,13.8,Credit Card
ORD00864,12/25/2025,CUST0356,Kavya Sharma,Female,50,Chennai,PROD010,Maggi Noodles,Groceries,5,15.9,79.5,0,8.86,Net Banking
ORD00865,6/20/2025,CUST0489,Pooja Khan,Male,32,Delhi,PROD010,Maggi Noodles,Groceries,4,14.63,58.52,0,6.34,Cash
ORD00866,5/16/2025,CUST0146,Karan Sharma,Female,49,Pune,PROD001,Parle-G Biscuits,Snacks,8,30.43,243.44,0,26.82,UPI
ORD00867,5/7/2025,CUST0175,Meera Sharma,Male,31,Bengaluru,PROD001,Parle-G Biscuits,Snacks,6,32.86,197.16,0.15,13.44,Cash
ORD00868,9/26/2025,CUST0113,Nikhil Joshi,Male,53,Bengaluru,PROD002,Tata Salt,Groceries,1,28.98,28.98,0.05,6.11,Net Banking
ORD00869,6/29/2025,CUST0172,Neha Shah,Female,56,Lucknow,PROD005,Coca Cola,Beverages,2,43.42,86.84,0.05,12.95,Net Banking
ORD00870,6/4/2025,CUST0264,Sahil Gupta,Male,39,Delhi,PROD016,Thums Up,Beverages,5,40.19,200.95,0,44.35,Debit Card
ORD00871,1/11/2025,CUST0913,Meera Nair,Female,50,Jaipur,PROD017,Good Day Cookies,Snacks,8,48.35,386.8,0.15,67,Credit Card
ORD00872,12/23/2025,CUST0421,Aditya Singh,Female,22,Mumbai,PROD008,Dove Soap,Personal Care,3,55.2,165.6,0,20.13,Cash
ORD00873,5/21/2025,CUST0369,Kavya Verma,Male,51,Chennai,PROD007,Surf Excel,Home & Cleaning,2,176.23,352.46,0.1,59.82,Net Banking
ORD00874,7/20/2025,CUST0921,Kavya Patel,Female,57,Bengaluru,PROD015,Harpic Cleaner,Home & Cleaning,3,123.72,371.16,0.05,81.44,Net Banking
ORD00875,6/25/2025,CUST0428,Kavya Gupta,Male,38,Lucknow,PROD009,Aashirvaad Atta,Groceries,5,244.65,1223.25,0.15,175.11,Net Banking
ORD00876,1/5/2025,CUST0126,Kavya Shah,Male,49,Bengaluru,PROD014,Kellogg's Corn Flakes,Groceries,8,217.35,1738.8,0.05,213.14,Cash
ORD00877,11/16/2025,CUST0950,Anjali Verma,Male,42,Mumbai,PROD005,Coca Cola,Beverages,8,47.35,378.8,0.15,78.67,Net Banking
ORD00878,1/8/2025,CUST0681,Amit Shah,Male,41,Chennai,PROD006,Tata Tea,Beverages,5,122.76,613.8,0,132.56,Cash
ORD00879,6/6/2025,CUST0042,Sneha Patel,Female,19,Lucknow,PROD007,Surf Excel,Home & Cleaning,5,193.29,966.45,0,86.06,UPI
ORD00880,5/26/2025,CUST0441,Meera Shah,Female,50,Mumbai,PROD012,Dettol Handwash,Personal Care,1,105.32,105.32,0,14.7,Net Banking
ORD00881,4/11/2025,CUST0682,Rohan Mehta,Female,41,Jaipur,PROD018,Nescafe Coffee,Beverages,3,207.68,623.04,0.05,61.7,Cash
ORD00882,5/8/2025,CUST0600,Simran Das,Male,24,Bengaluru,PROD003,Amul Milk,Dairy,5,58.97,294.85,0.1,63.32,Cash
ORD00883,3/30/2025,CUST0433,Riya Iyer,Female,36,Jaipur,PROD013,Britannia Bread,Dairy,2,48.78,97.56,0.05,16.82,Net Banking
ORD00884,8/2/2025,CUST0447,Pooja Joshi,Male,41,Chennai,PROD011,Colgate Toothpaste,Personal Care,3,99.99,299.97,0,36.75,Net Banking
ORD00885,8/25/2025,CUST0205,Kavya Malhotra,Female,48,Bengaluru,PROD010,Maggi Noodles,Groceries,5,14.44,72.2,0.15,14.58,Net Banking
ORD00886,6/10/2025,CUST0188,Sahil Iyer,Male,61,Hyderabad,PROD013,Britannia Bread,Dairy,7,43.4,303.8,0.15,40.06,Net Banking
ORD00887,7/30/2025,CUST0958,Aditya Patel,Female,32,Bengaluru,PROD012,Dettol Handwash,Personal Care,8,110.34,882.72,0.1,120.35,Cash
ORD00888,3/13/2025,CUST0029,Neha Nair,Female,59,Chennai,PROD018,Nescafe Coffee,Beverages,1,207.79,207.79,0.1,17.77,Net Banking
ORD00889,10/6/2025,CUST0929,Meera Iyer,Female,50,Kolkata,PROD010,Maggi Noodles,Groceries,4,15.56,62.24,0.05,6.01,Net Banking
ORD00890,12/10/2025,CUST0899,Rohan Joshi,Female,25,Kolkata,PROD010,Maggi Noodles,Groceries,1,15.95,15.95,0.1,1.46,UPI
ORD00891,11/29/2025,CUST0474,Anjali Reddy,Male,43,Ahmedabad,PROD017,Good Day Cookies,Snacks,8,53.79,430.32,0,38.43,UPI
ORD00892,6/19/2025,CUST0342,Rohan Verma,Male,36,Pune,PROD020,Head & Shoulders,Personal Care,2,279.06,558.12,0.15,76.78,UPI
ORD00893,9/11/2025,CUST0125,Riya Sharma,Female,37,Kolkata,PROD019,Vim Dishwash,Home & Cleaning,1,94.97,94.97,0.15,8.44,Credit Card
ORD00894,11/16/2025,CUST0229,Manish Reddy,Female,61,Jaipur,PROD005,Coca Cola,Beverages,5,46.99,234.95,0,50.97,Credit Card
ORD00895,5/7/2025,CUST0118,Nikhil Joshi,Male,35,Ahmedabad,PROD003,Amul Milk,Dairy,1,58.38,58.38,0,9.83,Credit Card
ORD00896,3/4/2025,CUST0107,Meera Khan,Male,33,Hyderabad,PROD016,Thums Up,Beverages,1,43,43,0.1,5.67,Debit Card
ORD00897,11/10/2025,CUST0415,Meera Shah,Male,50,Delhi,PROD016,Thums Up,Beverages,3,42.92,128.76,0.15,13.6,Cash
ORD00898,12/3/2025,CUST0880,Neha Singh,Male,24,Ahmedabad,PROD020,Head & Shoulders,Personal Care,2,263.86,527.72,0,58.8,Credit Card
ORD00899,2/21/2025,CUST0175,Meera Sharma,Male,31,Bengaluru,PROD017,Good Day Cookies,Snacks,4,51.07,204.28,0.05,25.07,Net Banking
ORD00900,8/6/2025,CUST0505,Aditya Patel,Male,59,Chennai,PROD012,Dettol Handwash,Personal Care,5,110.95,554.75,0,88.14,Credit Card
ORD00901,6/5/2025,CUST0029,Neha Nair,Female,59,Chennai,PROD010,Maggi Noodles,Groceries,8,14.52,116.16,0.1,8.56,UPI
ORD00902,8/28/2025,CUST0661,Pooja Verma,Female,23,Chennai,PROD020,Head & Shoulders,Personal Care,8,248.66,1989.28,0.05,460.5,Cash
ORD00903,12/28/2025,CUST0284,Rohan Shah,Male,55,Jaipur,PROD001,Parle-G Biscuits,Snacks,3,30.11,90.33,0.15,8.89,Net Banking
ORD00904,10/16/2025,CUST0400,Anjali Reddy,Female,23,Chennai,PROD017,Good Day Cookies,Snacks,2,48.81,97.62,0,13.65,Debit Card
ORD00905,2/4/2025,CUST0471,Riya Nair,Male,36,Chennai,PROD005,Coca Cola,Beverages,5,48.05,240.25,0.05,54.09,Cash
ORD00906,9/27/2025,CUST0386,Pooja Joshi,Female,28,Ahmedabad,PROD016,Thums Up,Beverages,3,41.46,124.38,0.15,22.39,Debit Card
ORD00907,1/16/2025,CUST0133,Vikram Joshi,Female,39,Kolkata,PROD011,Colgate Toothpaste,Personal Care,6,98.58,591.48,0.1,48.7,Credit Card
ORD00908,4/29/2025,CUST0238,Sneha Nair,Male,57,Hyderabad,PROD004,Lay's Chips,Snacks,2,35.87,71.74,0.1,8.72,Credit Card
ORD00909,2/1/2025,CUST0108,Sneha Kapoor,Male,27,Mumbai,PROD006,Tata Tea,Beverages,7,127.6,893.2,0.1,190.36,Net Banking
ORD00910,7/11/2025,CUST0257,Riya Iyer,Female,35,Mumbai,PROD004,Lay's Chips,Snacks,1,37.7,37.7,0,5.85,Net Banking
ORD00911,11/23/2025,CUST0647,Rohan Kapoor,Female,21,Hyderabad,PROD001,Parle-G Biscuits,Snacks,3,29.95,89.85,0.1,11.66,Net Banking
ORD00912,4/26/2025,CUST0570,Sahil Nair,Female,23,Lucknow,PROD007,Surf Excel,Home & Cleaning,4,177.82,711.28,0.1,125.09,Credit Card
ORD00913,1/13/2025,CUST0760,Amit Khan,Female,55,Pune,PROD006,Tata Tea,Beverages,7,128.65,900.55,0,85.21,UPI
ORD00914,10/18/2025,CUST0209,Pooja Malhotra,Female,27,Ahmedabad,PROD002,Tata Salt,Groceries,3,30.35,91.05,0.05,18.31,Net Banking
ORD00915,4/17/2025,CUST0886,Nikhil Patel,Male,34,Bengaluru,PROD003,Amul Milk,Dairy,6,58.67,352.02,0.15,49.18,Net Banking
ORD00916,2/4/2025,CUST0848,Anjali Singh,Male,48,Delhi,PROD016,Thums Up,Beverages,6,40.14,240.84,0.15,46.08,Cash
ORD00917,6/2/2025,CUST0438,Nikhil Joshi,Female,57,Lucknow,PROD013,Britannia Bread,Dairy,2,46.59,93.18,0,19.85,UPI
ORD00918,4/25/2025,CUST0121,Sneha Mehta,Male,63,Bengaluru,PROD016,Thums Up,Beverages,4,38.31,153.24,0.15,17.75,Debit Card
ORD00919,3/22/2025,CUST0945,Aditya Mehta,Female,61,Chennai,PROD009,Aashirvaad Atta,Groceries,7,263.87,1847.09,0,421.72,Debit Card
ORD00920,7/24/2025,CUST0077,Arjun Sharma,Male,39,Delhi,PROD018,Nescafe Coffee,Beverages,4,204.82,819.28,0.15,114.91,Net Banking
ORD00921,1/17/2025,CUST0059,Pooja Gupta,Male,55,Jaipur,PROD018,Nescafe Coffee,Beverages,2,197.11,394.22,0.05,71.55,Debit Card
ORD00922,10/8/2025,CUST0432,Sahil Khan,Male,21,Hyderabad,PROD009,Aashirvaad Atta,Groceries,4,250.05,1000.2,0,103.7,Debit Card
ORD00923,12/26/2025,CUST0947,Vikram Iyer,Female,32,Chennai,PROD002,Tata Salt,Groceries,4,28.67,114.68,0.15,22.78,UPI
ORD00924,10/10/2025,CUST0355,Sneha Malhotra,Female,40,Mumbai,PROD003,Amul Milk,Dairy,7,62.38,436.66,0.15,88.33,Cash
ORD00925,9/17/2025,CUST0970,Kavya Nair,Male,65,Delhi,PROD005,Coca Cola,Beverages,5,47.63,238.15,0,20.49,Credit Card
ORD00926,1/29/2025,CUST0666,Sahil Gupta,Female,18,Mumbai,PROD012,Dettol Handwash,Personal Care,7,112.38,786.66,0,65.8,UPI
ORD00927,1/27/2025,CUST0793,Arjun Joshi,Female,34,Bengaluru,PROD007,Surf Excel,Home & Cleaning,7,189.41,1325.87,0,230.6,Cash
ORD00928,3/1/2025,CUST0785,Pooja Gupta,Male,21,Kolkata,PROD013,Britannia Bread,Dairy,3,45.65,136.95,0.1,21.38,Cash
ORD00929,1/30/2025,CUST0121,Sneha Mehta,Male,63,Bengaluru,PROD020,Head & Shoulders,Personal Care,6,260.72,1564.32,0.05,229.17,Credit Card
ORD00930,1/8/2025,CUST0238,Sneha Nair,Male,57,Hyderabad,PROD003,Amul Milk,Dairy,1,59.04,59.04,0.15,8.86,Credit Card
ORD00931,1/23/2025,CUST0833,Meera Kapoor,Male,32,Hyderabad,PROD002,Tata Salt,Groceries,2,26.84,53.68,0.1,5.35,Debit Card
ORD00932,9/3/2025,CUST0359,Rohan Verma,Male,36,Ahmedabad,PROD020,Head & Shoulders,Personal Care,4,285.93,1143.72,0,209.35,UPI
ORD00933,12/28/2025,CUST0673,Kavya Iyer,Female,31,Pune,PROD003,Amul Milk,Dairy,2,59.25,118.5,0.15,11.58,Debit Card
ORD00934,5/30/2025,CUST0920,Priya Reddy,Male,49,Delhi,PROD008,Dove Soap,Personal Care,8,58.13,465.04,0.05,93.94,Credit Card
ORD00935,6/27/2025,CUST0540,Sneha Joshi,Female,34,Ahmedabad,PROD009,Aashirvaad Atta,Groceries,6,263.67,1582.02,0.15,131.44,Cash
ORD00936,9/24/2025,CUST0723,Rohan Patel,Male,46,Ahmedabad,PROD020,Head & Shoulders,Personal Care,8,257.91,2063.28,0,484.97,Credit Card
ORD00937,5/1/2025,CUST0313,Sahil Mehta,Male,43,Hyderabad,PROD018,Nescafe Coffee,Beverages,4,184,736,0,63.37,Cash
ORD00938,10/29/2025,CUST0666,Sahil Gupta,Female,18,Mumbai,PROD015,Harpic Cleaner,Home & Cleaning,2,119.15,238.3,0,30.01,Cash
ORD00939,1/10/2025,CUST0308,Priya Mehta,Male,47,Pune,PROD003,Amul Milk,Dairy,1,59.51,59.51,0.15,7.35,Cash
ORD00940,8/9/2025,CUST0394,Sahil Verma,Female,43,Chennai,PROD015,Harpic Cleaner,Home & Cleaning,1,122.96,122.96,0.1,12.32,Net Banking
ORD00941,11/8/2025,CUST0054,Neha Sharma,Male,23,Bengaluru,PROD010,Maggi Noodles,Groceries,1,15.47,15.47,0.05,3.52,Debit Card
ORD00942,11/15/2025,CUST0945,Aditya Mehta,Female,61,Chennai,PROD009,Aashirvaad Atta,Groceries,4,265.9,1063.6,0.05,205.5,Cash
ORD00943,12/14/2025,CUST0887,Manish Singh,Female,47,Mumbai,PROD014,Kellogg's Corn Flakes,Groceries,1,224.93,224.93,0.15,27.91,Debit Card
ORD00944,5/14/2025,CUST0880,Neha Singh,Male,24,Ahmedabad,PROD018,Nescafe Coffee,Beverages,8,192.58,1540.64,0.15,275.96,Credit Card
ORD00945,1/8/2025,CUST0984,Amit Singh,Male,65,Chennai,PROD013,Britannia Bread,Dairy,8,47.78,382.24,0,39.15,Debit Card
ORD00946,10/20/2025,CUST0819,Nikhil Malhotra,Female,21,Jaipur,PROD009,Aashirvaad Atta,Groceries,2,274.96,549.92,0.15,60.9,Cash
ORD00947,11/8/2025,CUST0040,Vikram Das,Female,43,Chennai,PROD020,Head & Shoulders,Personal Care,5,261.11,1305.55,0.05,264.19,UPI
ORD00948,1/9/2025,CUST0128,Karan Nair,Female,64,Delhi,PROD010,Maggi Noodles,Groceries,6,16.13,96.78,0,15.04,Cash
ORD00949,10/12/2025,CUST0010,Simran Iyer,Female,20,Ahmedabad,PROD015,Harpic Cleaner,Home & Cleaning,1,136.86,136.86,0.1,23.21,Credit Card
ORD00950,2/2/2025,CUST0419,Sahil Mehta,Male,49,Jaipur,PROD002,Tata Salt,Groceries,2,27.76,55.52,0.15,8.2,Cash
ORD00951,11/19/2025,CUST0185,Aditya Singh,Female,46,Pune,PROD009,Aashirvaad Atta,Groceries,5,247.23,1236.15,0.1,113.06,Credit Card
ORD00952,9/17/2025,CUST0151,Manish Gupta,Female,54,Lucknow,PROD020,Head & Shoulders,Personal Care,1,256.07,256.07,0,28.51,Cash
ORD00953,5/13/2025,CUST0594,Rahul Das,Female,63,Bengaluru,PROD011,Colgate Toothpaste,Personal Care,1,98.14,98.14,0,8.87,Debit Card
ORD00954,9/17/2025,CUST0017,Meera Nair,Male,52,Bengaluru,PROD012,Dettol Handwash,Personal Care,1,114.41,114.41,0.05,10.71,Cash
ORD00955,12/15/2025,CUST0116,Nikhil Mehta,Female,28,Ahmedabad,PROD017,Good Day Cookies,Snacks,2,49.28,98.56,0.05,16.57,Cash
ORD00956,7/4/2025,CUST0074,Rohan Singh,Female,56,Bengaluru,PROD014,Kellogg's Corn Flakes,Groceries,5,204.01,1020.05,0.05,177.51,Debit Card
ORD00957,3/24/2025,CUST0999,Vikram Singh,Male,64,Pune,PROD014,Kellogg's Corn Flakes,Groceries,6,214.33,1285.98,0.05,226.9,Debit Card
ORD00958,4/19/2025,CUST0046,Vikram Shah,Male,64,Lucknow,PROD010,Maggi Noodles,Groceries,3,16.3,48.9,0,4.8,Debit Card
ORD00959,1/17/2025,CUST0524,Kavya Shah,Male,42,Bengaluru,PROD017,Good Day Cookies,Snacks,6,54.55,327.3,0.1,65.17,Credit Card
ORD00960,10/22/2025,CUST0391,Priya Verma,Male,33,Chennai,PROD003,Amul Milk,Dairy,2,65.63,131.26,0,23.12,Net Banking
ORD00961,11/7/2025,CUST0752,Sahil Khan,Female,55,Mumbai,PROD014,Kellogg's Corn Flakes,Groceries,2,226.2,452.4,0.15,82.94,Cash
ORD00962,5/31/2025,CUST0676,Arjun Nair,Male,33,Jaipur,PROD017,Good Day Cookies,Snacks,8,49.88,399.04,0,88.64,Credit Card
ORD00963,3/1/2025,CUST0337,Aditya Verma,Male,37,Jaipur,PROD008,Dove Soap,Personal Care,6,54.15,324.9,0.05,63.95,Credit Card
ORD00964,7/5/2025,CUST0456,Riya Shah,Female,38,Delhi,PROD014,Kellogg's Corn Flakes,Groceries,6,202.01,1212.06,0.15,170.98,Cash
ORD00965,3/6/2025,CUST0620,Manish Patel,Female,60,Ahmedabad,PROD008,Dove Soap,Personal Care,8,58.74,469.92,0,83.08,Net Banking
ORD00966,3/2/2025,CUST0251,Meera Reddy,Female,57,Bengaluru,PROD014,Kellogg's Corn Flakes,Groceries,3,218.57,655.71,0.05,86.01,UPI
ORD00967,8/21/2025,CUST0419,Sahil Mehta,Male,49,Jaipur,PROD014,Kellogg's Corn Flakes,Groceries,3,217.64,652.92,0,152.12,UPI
ORD00968,8/29/2025,CUST0171,Rohan Verma,Female,23,Bengaluru,PROD004,Lay's Chips,Snacks,7,34.63,242.41,0.15,41.4,UPI
ORD00969,3/9/2025,CUST0130,Rahul Reddy,Female,55,Lucknow,PROD002,Tata Salt,Groceries,7,26.7,186.9,0,46.41,Net Banking
ORD00970,12/23/2025,CUST0888,Neha Malhotra,Male,20,Hyderabad,PROD017,Good Day Cookies,Snacks,7,54.28,379.96,0.05,36.7,Net Banking
ORD00971,11/12/2025,CUST0248,Arjun Shah,Male,47,Chennai,PROD010,Maggi Noodles,Groceries,2,15.01,30.02,0.05,5.15,UPI
ORD00972,7/29/2025,CUST0740,Arjun Joshi,Male,20,Lucknow,PROD002,Tata Salt,Groceries,2,29.7,59.4,0.05,13.63,Cash
ORD00973,10/29/2025,CUST0759,Rohan Kapoor,Male,51,Chennai,PROD014,Kellogg's Corn Flakes,Groceries,5,223.37,1116.85,0,228.6,Net Banking
ORD00974,8/21/2025,CUST0086,Karan Kapoor,Female,60,Bengaluru,PROD005,Coca Cola,Beverages,1,46.76,46.76,0.05,8.64,Cash
ORD00975,2/19/2025,CUST0329,Neha Kapoor,Female,63,Pune,PROD015,Harpic Cleaner,Home & Cleaning,3,128.29,384.87,0.15,41.7,Credit Card
ORD00976,10/24/2025,CUST0305,Karan Patel,Male,49,Kolkata,PROD016,Thums Up,Beverages,6,38.29,229.74,0.15,45.41,Net Banking
ORD00977,3/15/2025,CUST0865,Sneha Gupta,Female,37,Delhi,PROD014,Kellogg's Corn Flakes,Groceries,5,209.67,1048.35,0.05,207.89,UPI
ORD00978,6/10/2025,CUST0834,Meera Kapoor,Female,63,Hyderabad,PROD007,Surf Excel,Home & Cleaning,7,185.02,1295.14,0.15,252.68,UPI
ORD00979,4/25/2025,CUST0356,Kavya Sharma,Female,50,Chennai,PROD010,Maggi Noodles,Groceries,3,14.52,43.56,0.05,6.73,Credit Card
ORD00980,4/16/2025,CUST0296,Manish Khan,Male,41,Hyderabad,PROD009,Aashirvaad Atta,Groceries,2,272.17,544.34,0.05,53.77,Net Banking
ORD00981,10/4/2025,CUST0859,Arjun Gupta,Male,54,Delhi,PROD017,Good Day Cookies,Snacks,3,47.71,143.13,0,34.81,Net Banking
ORD00982,5/25/2025,CUST0819,Nikhil Malhotra,Female,21,Jaipur,PROD007,Surf Excel,Home & Cleaning,1,184.19,184.19,0,26.31,Net Banking
ORD00983,12/28/2025,CUST0437,Vikram Khan,Female,22,Kolkata,PROD015,Harpic Cleaner,Home & Cleaning,3,134.33,402.99,0.05,90.37,UPI
ORD00984,12/9/2025,CUST0456,Riya Shah,Female,38,Delhi,PROD014,Kellogg's Corn Flakes,Groceries,8,207.79,1662.32,0,413.62,UPI
ORD00985,6/17/2025,CUST0992,Riya Joshi,Female,57,Hyderabad,PROD012,Dettol Handwash,Personal Care,2,116.78,233.56,0,47.56,Credit Card
ORD00986,2/7/2025,CUST0520,Nikhil Khan,Female,44,Delhi,PROD011,Colgate Toothpaste,Personal Care,5,96.71,483.55,0.15,79.84,Debit Card
ORD00987,10/13/2025,CUST0914,Vikram Nair,Female,39,Chennai,PROD002,Tata Salt,Groceries,7,27.02,189.14,0.15,21.54,UPI
ORD00988,4/23/2025,CUST0972,Amit Sharma,Male,34,Jaipur,PROD001,Parle-G Biscuits,Snacks,4,29.12,116.48,0.1,23.93,Credit Card
ORD00989,5/25/2025,CUST0272,Meera Sharma,Female,47,Mumbai,PROD016,Thums Up,Beverages,3,40.91,122.73,0,25.12,Credit Card
ORD00990,11/9/2025,CUST0204,Rohan Joshi,Female,50,Hyderabad,PROD003,Amul Milk,Dairy,4,57.03,228.12,0,37.28,Credit Card
ORD00991,11/20/2025,CUST0728,Amit Das,Male,40,Kolkata,PROD006,Tata Tea,Beverages,1,121.53,121.53,0.05,21.28,Net Banking
ORD00992,4/29/2025,CUST0241,Simran Das,Male,23,Hyderabad,PROD012,Dettol Handwash,Personal Care,8,113.25,906,0,207.69,Debit Card
ORD00993,10/6/2025,CUST0685,Priya Reddy,Male,43,Jaipur,PROD016,Thums Up,Beverages,8,42.78,342.24,0.1,55.95,Cash
ORD00994,8/17/2025,CUST0303,Aditya Iyer,Male,18,Bengaluru,PROD004,Lay's Chips,Snacks,4,33.84,135.36,0.05,19.46,Debit Card
ORD00995,6/27/2025,CUST0254,Pooja Joshi,Male,24,Bengaluru,PROD014,Kellogg's Corn Flakes,Groceries,2,205.05,410.1,0.05,74.92,Cash
