Customer_ID,Customer_Name,Gender,Age,City,Total_Orders,Total_Sales,Total_Profit,Avg_Order_Value,Customer_Segment,,Segment,Customer_Count,Total_Sales
CUST0296,Manish Khan,Male,41,Hyderabad,5,"?2,245.52",?239.84,449.104,High Value,,,,
CUST0089,Pooja Malhotra,Male,32,Mumbai,4,?724.39,?128.23,181.0975,Medium Value,,,,
CUST0775,Simran Shah,Female,24,Ahmedabad,4,"?1,433.48",?220.21,358.37,High Value,,,,
CUST0728,Amit Das,Male,40,Kolkata,9,"?1,469.34",?199.10,163.26,High Value,,,,
CUST0843,Rahul Nair,Female,36,Hyderabad,4,"?2,373.18",?357.17,593.295,High Value,,,,
CUST0269,Rohan Das,Female,51,Pune,6,"?1,666.20",?295.62,277.7,High Value,,,,
CUST0030,Neha Singh,Female,28,Ahmedabad,5,"?1,270.65",?245.07,254.13,High Value,,,,
CUST0493,Nikhil Das,Female,22,Lucknow,6,"?1,874.42",?362.43,312.4033333,High Value,,,,
CUST0525,Arjun Gupta,Female,59,Pune,5,"?3,401.87",?448.74,680.374,High Value,,,,
CUST0473,Sneha Shah,Male,29,Kolkata,4,"?2,162.76",?356.09,540.69,High Value,,,,
CUST0050,Neha Sharma,Female,64,Chennai,8,"?2,894.89",?371.61,361.86125,High Value,,,,
CUST0784,Vikram Mehta,Female,60,Hyderabad,6,"?6,481.34","?1,051.43",1080.223333,High Value,,,,
CUST0531,Neha Das,Female,33,Lucknow,4,"?3,355.71",?440.15,838.9275,High Value,,,,
CUST0224,Simran Khan,Female,27,Bengaluru,12,"?6,070.29",?882.68,505.8575,High Value,,,,
CUST0492,Sneha Nair,Male,51,Ahmedabad,7,"?4,507.10",?694.44,643.8714286,High Value,,,,
CUST0782,Kavya Nair,Male,56,Kolkata,7,"?2,971.52",?507.65,424.5028571,High Value,,,,
CUST0708,Isha Joshi,Male,41,Bengaluru,3,"?1,135.94",?158.93,378.6466667,High Value,,,,
CUST0111,Riya Mehta,Male,27,Mumbai,5,"?2,261.77",?266.61,452.354,High Value,,,,
CUST0773,Priya Mehta,Female,64,Kolkata,4,"?1,413.71",?189.40,353.4275,High Value,,,,
CUST0687,Amit Nair,Male,35,Pune,2,?824.68,?148.67,412.34,Medium Value,,,,
CUST0542,Anjali Verma,Female,29,Jaipur,7,"?4,702.67",?896.48,671.81,High Value,,,,
CUST0451,Anjali Shah,Female,27,Bengaluru,5,"?1,215.47",?155.62,243.094,High Value,,,,
CUST0418,Priya Nair,Female,59,Bengaluru,9,"?2,457.57",?422.23,273.0633333,High Value,,,,
CUST0722,Amit Gupta,Male,55,Pune,7,"?3,671.02",?695.76,524.4314286,High Value,,,,
CUST0615,Anjali Nair,Female,43,Mumbai,10,"?3,999.34",?447.48,399.934,High Value,,,,
CUST0689,Karan Mehta,Male,37,Kolkata,4,"?2,039.55",?268.37,509.8875,High Value,,,,
CUST0712,Kavya Sharma,Male,52,Chennai,7,"?1,770.53",?275.19,252.9328571,High Value,,,,
CUST0206,Manish Shah,Male,42,Bengaluru,4,"?2,257.61",?416.81,564.4025,High Value,,,,
CUST0608,Karan Joshi,Male,51,Ahmedabad,5,"?2,726.11",?497.74,545.222,High Value,,,,
CUST0286,Kavya Malhotra,Male,36,Lucknow,6,"?2,250.05",?308.90,375.0083333,High Value,,,,
CUST0031,Rahul Das,Female,50,Delhi,9,"?4,264.42",?648.96,473.8244444,High Value,,,,
CUST0620,Manish Patel,Female,60,Ahmedabad,9,"?4,169.07",?755.64,463.23,High Value,,,,
CUST0786,Sahil Shah,Female,27,Mumbai,11,"?5,661.64",?890.88,514.6945455,High Value,,,,
CUST0352,Simran Shah,Male,63,Jaipur,8,"?2,364.00",?357.07,295.5,High Value,,,,
CUST0461,Karan Joshi,Female,53,Hyderabad,5,"?1,279.88",?164.41,255.976,High Value,,,,
CUST0906,Amit Kapoor,Female,38,Bengaluru,3,"?1,660.90",?292.75,553.6333333,High Value,,,,
CUST0583,Arjun Mehta,Female,48,Pune,7,"?3,662.04",?507.70,523.1485714,High Value,,,,
CUST0507,Sneha Malhotra,Male,19,Hyderabad,3,"?3,051.48",?640.44,1017.16,High Value,,,,
CUST0063,Amit Nair,Male,43,Pune,7,"?2,703.64",?431.98,386.2342857,High Value,,,,
CUST0058,Kavya Das,Female,27,Bengaluru,3,?442.59,?83.87,147.53,Low Value,,,,
CUST0345,Anjali Malhotra,Male,64,Ahmedabad,10,"?4,060.81",?544.38,406.081,High Value,,,,
CUST0509,Sneha Gupta,Female,40,Delhi,9,"?3,424.85",?413.69,380.5388889,High Value,,,,
CUST0824,Arjun Khan,Female,50,Kolkata,4,"?1,284.76",?152.55,321.19,High Value,,,,
CUST0069,Vikram Shah,Female,26,Chennai,8,"?5,073.36",?903.71,634.17,High Value,,,,
CUST0640,Sneha Singh,Male,46,Hyderabad,7,"?2,368.16",?273.22,338.3085714,High Value,,,,
CUST0829,Aditya Sharma,Male,54,Bengaluru,6,"?4,073.32",?656.09,678.8866667,High Value,,,,
CUST0152,Aditya Khan,Male,49,Chennai,3,"?2,554.51",?271.15,851.5033333,High Value,,,,
CUST0263,Sahil Gupta,Male,53,Bengaluru,4,"?1,423.12",?167.37,355.78,High Value,,,,
CUST0164,Pooja Gupta,Female,29,Hyderabad,2,"?1,359.02",?201.05,679.51,High Value,,,,
CUST0987,Anjali Nair,Male,53,Ahmedabad,5,"?3,803.64",?573.61,760.728,High Value,,,,
CUST0923,Vikram Das,Female,24,Kolkata,8,"?3,752.85",?595.48,469.10625,High Value,,,,
CUST0115,Isha Iyer,Female,46,Lucknow,4,"?1,709.56",?219.67,427.39,High Value,,,,
CUST0826,Riya Iyer,Female,29,Ahmedabad,7,"?3,208.02",?548.75,458.2885714,High Value,,,,
CUST0559,Sneha Gupta,Female,35,Mumbai,5,"?2,595.30",?503.18,519.06,High Value,,,,
CUST0487,Priya Nair,Male,47,Hyderabad,4,"?1,214.81",?102.30,303.7025,High Value,,,,
CUST0925,Sahil Shah,Male,49,Mumbai,6,"?4,271.87",?650.43,711.9783333,High Value,,,,
CUST0901,Rahul Das,Male,60,Chennai,5,"?1,663.02",?282.32,332.604,High Value,,,,
CUST0755,Priya Patel,Male,32,Lucknow,6,"?2,729.07",?443.27,454.845,High Value,,,,
CUST0519,Isha Joshi,Male,40,Kolkata,3,"?1,754.46",?381.95,584.82,High Value,,,,
CUST0781,Meera Reddy,Female,63,Mumbai,10,"?7,240.05","?1,097.15",724.005,High Value,,,,
CUST0868,Meera Shah,Female,45,Delhi,4,"?2,655.70",?436.73,663.925,High Value,,,,
CUST0178,Kavya Joshi,Female,36,Mumbai,5,"?5,448.63",?666.98,1089.726,High Value,,,,
CUST0403,Simran Shah,Male,25,Bengaluru,8,"?3,822.14",?623.34,477.7675,High Value,,,,
CUST0642,Sneha Gupta,Female,63,Lucknow,1,?120.58,?15.01,120.58,Low Value,,,,
CUST0970,Kavya Nair,Male,65,Delhi,7,"?4,212.95",?726.40,601.85,High Value,,,,
CUST0122,Amit Mehta,Female,39,Jaipur,5,"?1,696.15",?198.58,339.23,High Value,,,,
CUST0134,Arjun Kapoor,Female,34,Pune,5,"?3,789.36",?784.18,757.872,High Value,,,,
CUST0379,Arjun Sharma,Male,36,Chennai,8,"?6,376.68",?921.30,797.085,High Value,,,,
CUST0704,Arjun Malhotra,Male,54,Chennai,5,"?2,817.58",?373.67,563.516,High Value,,,,
CUST0061,Sahil Joshi,Male,21,Jaipur,9,"?5,137.04",?902.53,570.7822222,High Value,,,,
CUST0136,Amit Kapoor,Male,19,Bengaluru,10,"?5,056.04",?773.31,505.604,High Value,,,,
CUST0899,Rohan Joshi,Female,25,Kolkata,9,"?3,249.05",?616.11,361.0055556,High Value,,,,
CUST0321,Rohan Joshi,Male,48,Ahmedabad,4,?783.47,?89.09,195.8675,Medium Value,,,,
CUST0453,Manish Khan,Female,27,Kolkata,5,"?3,433.40",?592.70,686.68,High Value,,,,
CUST0358,Rahul Khan,Male,63,Chennai,6,"?3,085.81",?414.82,514.3016667,High Value,,,,
CUST0577,Amit Khan,Male,56,Lucknow,7,"?4,271.85",?815.19,610.2642857,High Value,,,,
CUST0427,Neha Sharma,Female,42,Lucknow,7,"?1,871.87",?316.88,267.41,High Value,,,,
CUST0698,Priya Joshi,Male,41,Delhi,7,"?3,366.94",?652.81,480.9914286,High Value,,,,
CUST0084,Kavya Iyer,Male,33,Delhi,7,"?2,484.94",?397.28,354.9914286,High Value,,,,
CUST0994,Anjali Sharma,Female,33,Bengaluru,7,"?4,065.64",?634.67,580.8057143,High Value,,,,
CUST0331,Manish Joshi,Male,41,Chennai,7,"?4,602.09",?583.09,657.4414286,High Value,,,,
CUST0135,Riya Sharma,Male,40,Bengaluru,7,"?2,630.39",?474.08,375.77,High Value,,,,
CUST0445,Anjali Mehta,Female,55,Chennai,3,"?2,157.25",?436.46,719.0833333,High Value,,,,
CUST0664,Kavya Nair,Male,63,Pune,6,"?1,714.45",?272.56,285.7416667,High Value,,,,
CUST0082,Simran Reddy,Male,40,Bengaluru,3,?536.05,?79.89,178.6833333,Medium Value,,,,
CUST0536,Simran Khan,Female,20,Lucknow,5,"?2,763.85",?321.30,552.77,High Value,,,,
CUST0364,Pooja Patel,Male,33,Kolkata,2,?593.52,?58.68,296.76,Medium Value,,,,
CUST0184,Pooja Joshi,Male,47,Hyderabad,6,"?2,995.20",?565.60,499.2,High Value,,,,
CUST0602,Karan Kapoor,Female,24,Mumbai,2,"?1,235.34",?178.47,617.67,High Value,,,,
CUST0190,Manish Reddy,Female,29,Lucknow,4,?654.76,?106.70,163.69,Medium Value,,,,
CUST0405,Isha Iyer,Female,47,Jaipur,3,?280.90,?53.85,93.63333333,Low Value,,,,
CUST0880,Neha Singh,Male,24,Ahmedabad,7,"?4,377.89",?652.86,625.4128571,High Value,,,,
CUST0196,Neha Kapoor,Female,50,Mumbai,5,"?1,790.35",?310.09,358.07,High Value,,,,
CUST0249,Arjun Iyer,Female,58,Chennai,5,"?2,264.77",?235.71,452.954,High Value,,,,
CUST0646,Pooja Iyer,Female,50,Pune,6,"?3,609.62",?647.89,601.6033333,High Value,,,,
CUST0238,Sneha Nair,Male,57,Hyderabad,7,"?3,588.70",?581.83,512.6714286,High Value,,,,
CUST0931,Karan Singh,Female,26,Delhi,4,"?2,860.66",?517.41,715.165,High Value,,,,
CUST0854,Nikhil Patel,Female,51,Hyderabad,6,"?2,850.43",?495.43,475.0716667,High Value,,,,
CUST0684,Sahil Patel,Male,34,Bengaluru,8,"?2,071.69",?365.10,258.96125,High Value,,,,
CUST0966,Pooja Reddy,Male,38,Jaipur,4,"?1,199.37",?141.27,299.8425,High Value,,,,
CUST0903,Riya Khan,Female,27,Jaipur,2,"?1,821.98",?409.03,910.99,High Value,,,,
CUST0918,Rahul Khan,Female,58,Hyderabad,5,"?3,791.38",?402.26,758.276,High Value,,,,
CUST0801,Priya Mehta,Male,61,Kolkata,5,"?3,009.10",?531.98,601.82,High Value,,,,
CUST0892,Arjun Reddy,Male,41,Chennai,2,"?1,557.62",?285.47,778.81,High Value,,,,
CUST0751,Aditya Khan,Male,29,Bengaluru,4,?600.02,?81.08,150.005,Medium Value,,,,
CUST0088,Riya Gupta,Male,47,Chennai,3,"?1,779.14",?247.66,593.0466667,High Value,,,,
CUST0156,Riya Shah,Male,62,Ahmedabad,7,"?2,223.74",?379.35,317.6771429,High Value,,,,
CUST0920,Priya Reddy,Male,49,Delhi,4,"?3,995.69",?596.30,998.9225,High Value,,,,
CUST0967,Amit Patel,Male,52,Jaipur,5,"?1,454.10",?271.27,290.82,High Value,,,,
CUST0009,Neha Patel,Female,24,Chennai,3,"?1,155.86",?212.12,385.2866667,High Value,,,,
CUST0808,Neha Kapoor,Female,52,Chennai,9,"?4,600.43",?798.25,511.1588889,High Value,,,,
CUST0219,Karan Malhotra,Female,38,Ahmedabad,4,?796.04,?81.60,199.01,Medium Value,,,,
CUST0265,Meera Sharma,Female,27,Delhi,2,?625.73,?64.44,312.865,Medium Value,,,,
CUST0266,Isha Singh,Male,25,Mumbai,3,?503.21,?83.12,167.7366667,Medium Value,,,,
CUST0465,Riya Gupta,Male,52,Hyderabad,5,"?2,953.57",?419.64,590.714,High Value,,,,
CUST0865,Sneha Gupta,Female,37,Delhi,5,"?3,140.62",?614.82,628.124,High Value,,,,
CUST0732,Neha Sharma,Male,32,Delhi,4,"?1,241.14",?234.44,310.285,High Value,,,,
CUST0101,Isha Verma,Male,44,Kolkata,5,"?2,306.69",?358.08,461.338,High Value,,,,
CUST0798,Riya Singh,Male,43,Mumbai,5,"?3,868.91",?505.30,773.782,High Value,,,,
CUST0750,Sneha Singh,Male,32,Lucknow,4,"?1,159.27",?199.55,289.8175,High Value,,,,
CUST0992,Riya Joshi,Female,57,Hyderabad,8,"?2,775.86",?544.49,346.9825,High Value,,,,
CUST0157,Riya Joshi,Male,23,Hyderabad,3,"?1,645.43",?265.99,548.4766667,High Value,,,,
CUST0811,Arjun Mehta,Male,57,Lucknow,6,"?1,870.98",?262.59,311.83,High Value,,,,
CUST0221,Sneha Das,Male,45,Pune,3,"?1,717.58",?214.00,572.5266667,High Value,,,,
CUST0820,Anjali Patel,Female,63,Jaipur,6,"?5,309.35",?733.14,884.8916667,High Value,,,,
CUST0575,Neha Verma,Male,29,Kolkata,3,"?2,225.34",?215.80,741.78,High Value,,,,
CUST0535,Manish Patel,Female,38,Bengaluru,4,"?2,829.58",?345.52,707.395,High Value,,,,
CUST0986,Sneha Iyer,Female,30,Pune,4,"?1,840.52",?315.01,460.13,High Value,,,,
CUST0448,Neha Mehta,Female,64,Mumbai,7,"?6,063.83","?1,050.76",866.2614286,High Value,,,,
CUST0118,Nikhil Joshi,Male,35,Ahmedabad,6,"?1,126.75",?148.85,187.7916667,High Value,,,,
CUST0315,Nikhil Nair,Male,51,Jaipur,10,"?6,437.22",?989.84,643.722,High Value,,,,
CUST0400,Anjali Reddy,Female,23,Chennai,5,"?1,501.73",?211.00,300.346,High Value,,,,
CUST0208,Kavya Khan,Female,18,Hyderabad,6,"?1,251.99",?193.12,208.665,High Value,,,,
CUST0668,Riya Patel,Male,42,Pune,5,"?1,747.28",?270.15,349.456,High Value,,,,
CUST0209,Pooja Malhotra,Female,27,Ahmedabad,5,"?1,737.19",?289.12,347.438,High Value,,,,
CUST0985,Vikram Mehta,Male,28,Delhi,9,"?3,510.82",?674.07,390.0911111,High Value,,,,
CUST0669,Neha Patel,Female,41,Hyderabad,3,?242.26,?29.20,80.75333333,Low Value,,,,
CUST0360,Rohan Kapoor,Female,46,Lucknow,2,"?1,322.91",?231.63,661.455,High Value,,,,
CUST0350,Aditya Shah,Female,28,Bengaluru,4,"?2,943.53",?352.93,735.8825,High Value,,,,
CUST0662,Arjun Patel,Female,60,Delhi,4,?678.02,?122.55,169.505,Medium Value,,,,
CUST0917,Manish Patel,Male,60,Bengaluru,5,"?3,495.70",?397.22,699.14,High Value,,,,
CUST0777,Amit Kapoor,Male,36,Mumbai,8,"?4,009.60",?608.70,501.2,High Value,,,,
CUST0506,Neha Verma,Female,51,Delhi,4,?615.00,?81.99,153.75,Medium Value,,,,
CUST0114,Neha Joshi,Male,47,Jaipur,5,"?3,677.79",?613.79,735.558,High Value,,,,
CUST0630,Rohan Verma,Female,46,Lucknow,2,"?3,387.92",?479.73,1693.96,High Value,,,,
CUST0478,Manish Singh,Male,25,Chennai,2,?337.08,?66.50,168.54,Low Value,,,,
CUST0285,Isha Khan,Male,44,Chennai,8,"?4,888.75",?643.78,611.09375,High Value,,,,
CUST0828,Arjun Das,Male,36,Mumbai,5,"?1,825.51",?235.86,365.102,High Value,,,,
CUST0842,Aditya Nair,Female,61,Delhi,2,?429.41,?68.39,214.705,Low Value,,,,
CUST0802,Vikram Malhotra,Male,56,Hyderabad,4,?941.73,?142.20,235.4325,Medium Value,,,,
CUST0633,Riya Mehta,Female,44,Ahmedabad,2,"?1,124.28",?102.81,562.14,High Value,,,,
CUST0815,Riya Malhotra,Male,32,Delhi,4,"?1,180.45",?217.58,295.1125,High Value,,,,
CUST0198,Nikhil Khan,Female,58,Ahmedabad,6,"?1,468.54",?190.46,244.7566667,High Value,,,,
CUST0130,Rahul Reddy,Female,55,Lucknow,7,"?3,200.00",?596.50,457.1428571,High Value,,,,
CUST0319,Anjali Kapoor,Female,47,Lucknow,5,"?1,256.85",?238.47,251.37,High Value,,,,
CUST0433,Riya Iyer,Female,36,Jaipur,5,"?1,849.04",?297.11,369.808,High Value,,,,
CUST0631,Priya Malhotra,Female,18,Ahmedabad,2,"?1,612.37",?166.71,806.185,High Value,,,,
CUST0011,Isha Patel,Female,23,Jaipur,4,"?1,750.91",?259.05,437.7275,High Value,,,,
CUST0647,Rohan Kapoor,Female,21,Hyderabad,8,"?1,842.84",?286.89,230.355,High Value,,,,
CUST0959,Karan Khan,Female,36,Bengaluru,4,"?1,728.61",?311.17,432.1525,High Value,,,,
CUST0964,Isha Das,Female,19,Jaipur,4,"?2,272.23",?364.63,568.0575,High Value,,,,
CUST0197,Isha Joshi,Female,21,Bengaluru,1,"?1,402.03",?242.31,1402.03,High Value,,,,
CUST0944,Aditya Gupta,Female,62,Mumbai,8,"?4,067.70",?654.20,508.4625,High Value,,,,
CUST0804,Isha Mehta,Female,35,Jaipur,5,"?1,863.71",?282.14,372.742,High Value,,,,
CUST0384,Amit Mehta,Male,52,Hyderabad,5,"?1,748.12",?333.52,349.624,High Value,,,,
CUST0486,Rahul Singh,Female,62,Bengaluru,6,"?3,588.02",?593.58,598.0033333,High Value,,,,
CUST0586,Rohan Singh,Male,43,Chennai,3,"?1,085.94",?107.43,361.98,High Value,,,,
CUST0456,Riya Shah,Female,38,Delhi,8,"?6,035.82","?1,061.08",754.4775,High Value,,,,
CUST0392,Simran Mehta,Male,56,Delhi,7,"?2,166.89",?376.40,309.5557143,High Value,,,,
CUST0302,Sahil Joshi,Female,20,Bengaluru,5,"?2,285.23",?395.58,457.046,High Value,,,,
CUST0289,Simran Malhotra,Female,25,Hyderabad,6,"?1,919.96",?304.36,319.9933333,High Value,,,,
CUST0670,Rohan Mehta,Male,59,Delhi,5,?941.85,?169.48,188.37,Medium Value,,,,
CUST0867,Priya Singh,Female,47,Jaipur,3,"?2,472.21",?328.91,824.07,High Value,,,,
CUST0830,Sneha Nair,Male,61,Bengaluru,7,"?3,542.55",?543.43,506.0785714,High Value,,,,
CUST0396,Riya Shah,Female,53,Pune,4,"?2,120.23",?365.98,530.0575,High Value,,,,
CUST0096,Arjun Sharma,Female,18,Jaipur,6,"?4,200.35",?697.85,700.0583333,High Value,,,,
CUST0676,Arjun Nair,Male,33,Jaipur,6,"?1,582.38",?303.40,263.73,High Value,,,,
CUST0761,Karan Singh,Female,26,Delhi,4,"?2,215.99",?260.36,553.9975,High Value,,,,
CUST0443,Riya Shah,Female,27,Lucknow,5,"?3,455.88",?350.40,691.176,High Value,,,,
CUST0283,Amit Patel,Female,24,Chennai,8,"?2,956.75",?555.03,369.59375,High Value,,,,
CUST0401,Simran Das,Male,53,Jaipur,2,"?1,070.05",?232.04,535.025,High Value,,,,
CUST0422,Anjali Joshi,Female,48,Ahmedabad,3,?633.06,?121.79,211.02,Medium Value,,,,
CUST0420,Pooja Nair,Female,48,Bengaluru,6,"?1,822.75",?243.34,303.7916667,High Value,,,,
CUST0128,Karan Nair,Female,64,Delhi,6,"?2,633.47",?448.70,438.9116667,High Value,,,,
CUST0367,Sahil Gupta,Male,36,Kolkata,9,"?4,891.33",?726.41,543.4811111,High Value,,,,
CUST0226,Amit Iyer,Female,57,Bengaluru,3,?281.52,?52.80,93.84,Low Value,,,,
CUST0378,Pooja Shah,Female,52,Ahmedabad,6,"?2,109.56",?248.44,351.5933333,High Value,,,,
CUST0070,Amit Reddy,Male,41,Hyderabad,8,"?4,451.51",?549.69,556.43875,High Value,,,,
CUST0243,Rohan Kapoor,Female,51,Jaipur,3,"?1,690.65",?212.12,563.55,High Value,,,,
CUST0207,Meera Shah,Male,22,Hyderabad,6,"?2,500.38",?387.96,416.73,High Value,,,,
CUST0757,Meera Gupta,Male,39,Delhi,3,?957.09,?152.06,319.03,Medium Value,,,,
CUST0769,Amit Gupta,Female,38,Delhi,6,"?3,923.69",?665.61,653.9483333,High Value,,,,
CUST0520,Nikhil Khan,Female,44,Delhi,4,"?1,446.79",?176.10,361.6975,High Value,,,,
CUST0390,Anjali Sharma,Male,56,Ahmedabad,4,"?2,050.44",?330.27,512.61,High Value,,,,
CUST0504,Kavya Khan,Female,46,Kolkata,4,"?2,176.00",?416.20,544,High Value,,,,
CUST0073,Rohan Singh,Male,24,Jaipur,5,"?2,751.20",?494.72,550.24,High Value,,,,
CUST0199,Priya Gupta,Female,53,Delhi,4,"?2,219.98",?403.17,554.995,High Value,,,,
CUST0254,Pooja Joshi,Male,24,Bengaluru,8,"?3,550.22",?494.73,443.7775,High Value,,,,
CUST0652,Aditya Shah,Female,62,Chennai,6,"?1,506.21",?257.65,251.035,High Value,,,,
CUST0007,Rahul Kapoor,Male,62,Kolkata,8,"?3,776.64",?565.12,472.08,High Value,,,,
CUST0533,Pooja Mehta,Female,52,Chennai,3,"?2,810.95",?441.57,936.9833333,High Value,,,,
CUST0699,Arjun Kapoor,Male,54,Pune,6,"?2,880.80",?389.86,480.1333333,High Value,,,,
CUST0059,Pooja Gupta,Male,55,Jaipur,9,"?3,023.79",?492.11,335.9766667,High Value,,,,
CUST0018,Anjali Joshi,Female,35,Jaipur,6,"?4,337.49",?750.26,722.915,High Value,,,,
CUST0752,Sahil Khan,Female,55,Mumbai,5,"?2,339.91",?348.81,467.982,High Value,,,,
CUST0033,Nikhil Iyer,Male,27,Chennai,6,"?3,377.19",?594.82,562.865,High Value,,,,
CUST0173,Meera Gupta,Female,46,Ahmedabad,12,"?3,763.18",?705.62,313.5983333,High Value,,,,
CUST0785,Pooja Gupta,Male,21,Kolkata,4,"?4,420.35",?996.40,1105.0875,High Value,,,,
CUST0759,Rohan Kapoor,Male,51,Chennai,8,"?3,881.89",?609.04,485.23625,High Value,,,,
CUST0977,Simran Reddy,Male,36,Hyderabad,3,?598.05,?69.24,199.35,Medium Value,,,,
CUST0328,Riya Shah,Male,21,Ahmedabad,12,"?5,596.82",?831.65,466.4016667,High Value,,,,
CUST0151,Manish Gupta,Female,54,Lucknow,8,"?3,912.04",?611.02,489.005,High Value,,,,
CUST0706,Nikhil Sharma,Female,22,Ahmedabad,4,"?1,190.48",?207.99,297.62,High Value,,,,
CUST0299,Arjun Joshi,Female,49,Lucknow,3,?570.89,?72.95,190.2966667,Medium Value,,,,
CUST0718,Nikhil Verma,Female,22,Lucknow,7,"?4,394.24",?530.91,627.7485714,High Value,,,,
CUST0023,Rohan Gupta,Female,65,Lucknow,6,"?2,794.94",?498.38,465.8233333,High Value,,,,
CUST0074,Rohan Singh,Female,56,Bengaluru,8,"?4,143.74",?690.88,517.9675,High Value,,,,
CUST0100,Kavya Khan,Female,62,Hyderabad,8,"?1,430.28",?194.09,178.785,High Value,,,,
CUST0469,Kavya Khan,Female,24,Delhi,6,"?4,182.68",?745.99,697.1133333,High Value,,,,
CUST0974,Aditya Joshi,Female,45,Chennai,3,"?1,464.53",?283.45,488.1766667,High Value,,,,
CUST0968,Rahul Nair,Male,31,Bengaluru,3,?735.92,?127.35,245.3066667,Medium Value,,,,
CUST0251,Meera Reddy,Female,57,Bengaluru,8,"?3,379.91",?435.00,422.48875,High Value,,,,
CUST0377,Vikram Sharma,Male,20,Chennai,5,"?3,757.72",?580.50,751.544,High Value,,,,
CUST0231,Pooja Nair,Female,62,Hyderabad,3,?803.16,?161.65,267.72,Medium Value,,,,
CUST0496,Neha Nair,Male,63,Lucknow,2,"?1,311.79",?184.13,655.895,High Value,,,,
CUST0883,Priya Shah,Female,31,Ahmedabad,6,"?5,115.89",?794.18,852.6483333,High Value,,,,
CUST0552,Meera Shah,Female,40,Hyderabad,2,?535.58,?70.89,267.79,Medium Value,,,,
CUST0747,Rahul Khan,Male,19,Hyderabad,6,"?3,593.14",?410.48,598.8566667,High Value,,,,
CUST0410,Simran Verma,Male,26,Kolkata,5,"?1,214.05",?170.81,242.81,High Value,,,,
CUST0027,Meera Patel,Female,42,Lucknow,6,"?4,814.97",?684.56,802.495,High Value,,,,
CUST0417,Meera Khan,Male,19,Pune,8,"?4,118.02",?648.95,514.7525,High Value,,,,
CUST0147,Kavya Khan,Female,63,Delhi,8,"?4,219.60",?515.82,527.45,High Value,,,,
CUST0429,Karan Gupta,Male,49,Jaipur,7,"?2,916.45",?413.91,416.6357143,High Value,,,,
CUST0866,Neha Mehta,Female,28,Pune,5,"?1,601.26",?250.24,320.252,High Value,,,,
CUST0715,Kavya Joshi,Male,27,Hyderabad,2,"?1,553.89",?304.78,776.945,High Value,,,,
CUST0720,Sneha Singh,Female,38,Kolkata,4,"?3,485.81",?578.95,871.4525,High Value,,,,
CUST0460,Pooja Das,Male,62,Ahmedabad,4,?847.91,?168.33,211.9775,Medium Value,,,,
CUST0976,Meera Patel,Male,62,Pune,6,"?2,357.90",?329.65,392.9833333,High Value,,,,
CUST0756,Sneha Sharma,Female,18,Chennai,3,?832.47,?175.59,277.49,Medium Value,,,,
CUST0846,Isha Nair,Female,60,Chennai,6,"?1,891.88",?259.02,315.3133333,High Value,,,,
CUST0421,Aditya Singh,Female,22,Mumbai,5,"?2,438.47",?415.81,487.694,High Value,,,,
CUST0508,Manish Nair,Female,52,Kolkata,7,"?3,258.07",?551.29,465.4385714,High Value,,,,
CUST0113,Nikhil Joshi,Male,53,Bengaluru,9,"?3,868.75",?677.88,429.8611111,High Value,,,,
CUST0054,Neha Sharma,Male,23,Bengaluru,5,"?2,755.36",?340.93,551.072,High Value,,,,
CUST0498,Rohan Shah,Female,47,Lucknow,7,"?3,686.92",?540.90,526.7028571,High Value,,,,
CUST0288,Vikram Verma,Female,32,Pune,6,"?1,013.44",?178.70,168.9066667,High Value,,,,
CUST0124,Aditya Reddy,Male,54,Kolkata,5,"?1,875.62",?310.54,375.124,High Value,,,,
CUST0228,Arjun Joshi,Female,60,Mumbai,7,"?2,655.76",?384.65,379.3942857,High Value,,,,
CUST0373,Neha Kapoor,Female,26,Mumbai,6,"?2,878.77",?371.03,479.795,High Value,,,,
CUST0909,Amit Joshi,Female,54,Ahmedabad,3,?381.24,?44.74,127.08,Low Value,,,,
CUST0780,Isha Reddy,Male,39,Lucknow,4,"?1,591.82",?209.38,397.955,High Value,,,,
CUST0913,Meera Nair,Female,50,Jaipur,6,"?3,345.41",?576.83,557.5683333,High Value,,,,
CUST0281,Neha Khan,Female,38,Hyderabad,4,"?1,115.00",?186.83,278.75,High Value,,,,
CUST0965,Simran Shah,Female,49,Mumbai,3,"?1,255.58",?240.18,418.5266667,High Value,,,,
CUST0548,Rahul Sharma,Female,18,Mumbai,3,?358.75,?58.43,119.5833333,Low Value,,,,
CUST0565,Amit Shah,Female,21,Pune,5,"?3,366.63",?399.72,673.326,High Value,,,,
CUST0022,Aditya Reddy,Female,27,Hyderabad,5,"?2,540.26",?385.13,508.052,High Value,,,,
CUST0127,Arjun Mehta,Female,19,Kolkata,5,"?1,160.93",?212.25,232.186,High Value,,,,
CUST0079,Isha Sharma,Male,22,Delhi,9,"?4,737.48",?962.44,526.3866667,High Value,,,,
CUST0956,Nikhil Gupta,Male,51,Pune,1,?534.16,?113.36,534.16,Medium Value,,,,
CUST0327,Priya Joshi,Male,38,Lucknow,5,"?1,458.37",?257.99,291.674,High Value,,,,
CUST0142,Aditya Mehta,Male,22,Lucknow,2,?889.58,?110.89,444.79,Medium Value,,,,
CUST0550,Rahul Shah,Female,29,Pune,5,"?1,760.38",?334.82,352.076,High Value,,,,
